City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Quesnel,CA,52.9999,-122.5029,63.91,57,82,5.75,broken clouds
459,Almonte,ES,37.2647,-6.5167,91.27,31,0,13.8,clear sky
460,Teruel,ES,40.6667,-0.6667,69.28,53,46,11.52,scattered clouds
461,Alyangula,AU,-13.8483,136.4192,69.12,84,0,8.7,clear sky
462,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,61,20,19.57,few clouds
463,Poronaysk,RU,49.2167,143.1167,52.11,88,100,8.72,overcast clouds
464,Tocopilla,CL,-22.092,-70.1979,63.9,64,22,13.94,few clouds
465,Betsiamites,CA,48.9413,-68.646,60.85,60,5,7.49,clear sky
466,Dnipryany,UA,46.7463,33.2729,79.03,46,100,10.09,overcast clouds
467,Fountain Hills,US,33.6117,-111.7174,97.41,36,1,7.0,clear sky
468,Laukaa,RU,58.7372,29.8453,66.96,73,91,3.47,overcast clouds
469,Diamantino,BR,-14.4086,-56.4461,95.27,22,6,8.05,clear sky
470,Cap Malheureux,MU,-19.9842,57.6142,69.48,89,83,3.0,light rain
471,Mapiripan,CO,2.8892,-72.1256,88.52,55,8,1.74,clear sky
472,Sept-Iles,CA,50.2001,-66.3821,67.24,59,7,5.01,clear sky
473,Papetoai,PF,-17.4961,-149.8729,72.99,75,72,6.4,light rain
474,Juneau,US,58.3019,-134.4197,59.22,90,75,4.61,broken clouds
475,Chino Valley,US,34.7575,-112.4538,88.75,34,1,1.99,clear sky
476,Mopipi,BW,-21.1833,24.8833,69.24,17,0,5.77,clear sky
477,Senno,RU,59.5336,33.9167,65.5,85,57,3.69,broken clouds
478,Verkhnyaya Inta,RU,65.9811,60.3094,48.04,96,100,8.55,overcast clouds
479,Kinsale,IE,51.7075,-8.5306,61.97,77,75,12.66,broken clouds
480,North Bend,US,43.4065,-124.2243,69.24,63,1,9.22,clear sky
481,Marsa Matruh,EG,31.3525,27.2453,84.4,58,0,13.8,clear sky
482,Barinas,VE,8.6226,-70.2075,85.64,64,94,3.78,overcast clouds
483,La Libertad,EC,-2.2333,-80.9,72.37,76,56,9.19,broken clouds
484,Anchorage,US,61.2181,-149.9003,55.44,92,90,1.99,moderate rain
485,Camocim,BR,-2.9022,-40.8411,90.41,46,4,14.79,clear sky
486,Ukiah,US,39.1502,-123.2078,89.37,56,1,0.0,clear sky
487,Awjilah,LY,29.1081,21.2869,97.36,14,0,11.59,clear sky
488,Moa,CU,20.6569,-74.9403,87.44,62,11,11.7,few clouds
489,Shumskiy,RU,54.8318,99.1328,56.46,80,15,2.51,few clouds
490,Rioblanco,CO,3.5308,-75.6806,74.14,60,85,5.79,overcast clouds
491,Mount Isa,AU,-20.7333,139.5,47.97,53,0,0.0,clear sky
492,Vega De Alatorre,MX,20.0333,-96.6333,87.53,59,94,7.38,overcast clouds
493,Alpena,US,45.0617,-83.4327,71.94,94,100,12.08,moderate rain
494,Beringovskiy,RU,63.05,179.3167,43.61,89,100,23.42,light rain
495,Talcahuano,CL,-36.7167,-73.1167,53.28,54,0,8.05,clear sky
496,Santa Rita,BR,-7.1139,-34.9781,83.07,65,75,18.41,broken clouds
497,Flinders,AU,-34.5833,150.8552,53.8,81,100,1.01,overcast clouds
498,Nyurba,RU,63.2842,118.3319,61.23,98,92,2.42,overcast clouds
499,Geneva,US,41.8875,-88.3054,88.65,67,1,7.0,clear sky
500,Curillo,CO,1.0333,-75.9191,92.73,40,17,1.01,few clouds
501,Verkhoyansk,RU,67.5447,133.385,62.62,52,4,2.57,clear sky
502,Dongsheng,CN,39.8161,109.9776,69.71,54,20,9.53,few clouds
503,Salamanca,ES,40.8333,-6.0,81.0,15,0,9.01,clear sky
504,Danielskuil,ZA,-28.1887,23.5395,59.95,21,29,10.31,scattered clouds
505,Tzintzuntzan,MX,19.6167,-101.5833,65.86,73,45,2.1,scattered clouds
506,Garowe,SO,8.4054,48.4845,86.95,34,54,18.63,broken clouds
507,Lompoc,US,34.6391,-120.4579,77.11,94,90,0.0,overcast clouds
508,Kitimat,CA,54.0524,-128.6534,61.92,91,45,1.01,scattered clouds
509,Kisangani,CD,0.5167,25.2,77.65,61,72,2.75,broken clouds
510,Alice Springs,AU,-23.7,133.8833,40.55,45,0,0.0,clear sky
511,Kenora,CA,49.8167,-94.4337,68.97,77,90,9.22,smoke
512,Taksimo,RU,56.3444,114.8794,59.43,98,100,2.82,light rain
513,Juarez,MX,31.7333,-106.4833,90.41,34,20,4.0,few clouds
514,Saint-Francois,FR,46.4154,3.9054,74.17,54,0,5.75,clear sky
515,Keetmanshoop,NA,-26.5833,18.1333,69.4,20,40,20.45,scattered clouds
516,Batagay-Alyta,RU,67.8006,130.4114,58.89,42,43,1.41,scattered clouds
517,Huarmey,PE,-10.0681,-78.1522,68.59,70,51,12.01,broken clouds
518,Albanel,CA,48.8832,-72.4487,68.61,43,32,5.46,scattered clouds
519,La Asuncion,VE,11.0333,-63.8628,84.34,68,41,8.77,scattered clouds
520,Rawson,AR,-43.3002,-65.1023,51.96,38,0,7.34,clear sky
521,San Policarpo,PH,12.1791,125.5072,78.58,87,100,4.92,overcast clouds
522,Bolu,TR,40.6667,31.5833,64.02,94,82,4.34,broken clouds
523,Seoul,KR,37.5683,126.9778,76.6,69,40,3.44,scattered clouds
524,Biak,ID,-0.9131,122.8766,74.88,86,68,5.95,broken clouds
525,Iowa City,US,41.6611,-91.5302,83.28,70,100,1.01,overcast clouds
526,Karpinsk,RU,59.7654,60.0085,55.58,93,47,6.49,scattered clouds
527,Hirara,JP,24.8,125.2833,81.68,86,78,12.68,broken clouds
528,Takaka,NZ,-40.85,172.8,42.98,65,99,9.93,overcast clouds
529,Hauterive,FR,46.0901,3.4459,72.36,64,92,3.42,overcast clouds
530,Minuri,PH,16.535,121.8574,75.2,90,100,1.28,overcast clouds
531,Surin,TH,14.8818,103.4936,81.01,78,100,7.29,overcast clouds
532,Bluefields,NI,12.0137,-83.7635,77.2,91,94,7.58,light rain
533,Zhangye,CN,38.9342,100.4517,72.64,31,65,5.32,broken clouds
534,Vladyslavivka,UA,45.1667,35.3667,71.94,83,100,12.33,overcast clouds
535,Miandrivazo,MG,-19.5167,45.4667,72.61,43,0,9.42,clear sky
536,Luganville,VU,-15.5333,167.1667,74.86,86,100,10.47,overcast clouds
537,Nang Rong,TH,14.6377,102.7914,80.64,77,100,7.78,overcast clouds
538,Ilam,NP,26.9167,87.9167,71.35,95,86,2.01,overcast clouds
539,Kuressaare,EE,58.2481,22.5039,62.91,98,75,1.01,moderate rain
540,Kalmunai,LK,7.4167,81.8167,80.89,80,91,2.75,overcast clouds
541,Aketi,CD,2.7388,23.7833,77.67,68,83,0.87,broken clouds
542,Cabedelo,BR,-6.9811,-34.8339,84.87,70,59,18.66,broken clouds
543,Ouadda,CF,8.0777,22.4007,69.12,96,40,3.06,moderate rain
544,Bismil,TR,37.8486,40.6658,91.13,24,0,14.85,clear sky
545,Berlevag,NO,70.8578,29.0864,71.4,60,10,11.77,clear sky
546,Svatove,UA,49.4103,38.1503,75.83,61,86,6.69,overcast clouds
547,Ixtapa,MX,20.7,-105.2,86.23,75,90,1.99,overcast clouds
548,Kota Tinggi,MY,1.7381,103.8999,78.84,87,78,0.85,broken clouds
549,Taoudenni,ML,22.6783,-3.9836,116.44,5,18,16.28,few clouds
550,Hanyang,CN,32.1371,105.5126,69.3,90,98,3.47,overcast clouds
551,Acapulco,MX,16.8634,-99.8901,85.82,66,75,6.91,broken clouds
552,Turayf,SA,31.6725,38.6637,88.97,17,0,17.11,clear sky
553,Yatou,CN,37.15,122.3833,70.34,87,1,5.84,clear sky
554,Morondava,MG,-20.2833,44.2833,73.74,67,0,16.35,clear sky
555,Aasiaat,GL,68.7098,-52.8699,39.69,94,100,15.48,overcast clouds
556,Port-Gentil,GA,-0.7193,8.7815,78.76,78,90,11.5,overcast clouds
557,Yairipok,IN,24.6667,94.0667,71.22,97,100,2.01,overcast clouds
558,Ilhabela,BR,-23.7781,-45.3581,72.12,63,0,4.16,clear sky
559,Kawalu,ID,-7.3817,108.2082,74.12,97,69,1.3,broken clouds
560,Umm Kaddadah,SD,13.6017,26.6876,87.44,42,81,8.9,broken clouds
561,Vao,NC,-22.6667,167.4833,67.5,59,56,18.77,broken clouds
562,Ovalle,CL,-30.5983,-71.2003,56.23,57,86,2.64,overcast clouds
563,Alta Floresta,BR,-9.8756,-56.0861,98.33,20,4,3.94,clear sky
564,Sitka,US,57.0531,-135.33,58.89,77,90,4.61,overcast clouds
565,Koscierzyna,PL,54.1223,17.9812,73.11,60,75,9.75,broken clouds
566,Komsomolskiy,UZ,40.4272,71.7189,88.52,30,0,6.91,clear sky
567,Vero Beach,US,27.6386,-80.3973,91.06,67,75,5.99,broken clouds
568,Rundu,NA,-17.9333,19.7667,70.12,12,2,4.38,clear sky
569,Caucaia,BR,-3.7361,-38.6531,87.75,69,20,20.71,few clouds
570,Porto Novo,BJ,6.4965,2.6036,77.43,82,97,10.92,light rain
571,Trairi,BR,-3.2778,-39.2689,86.02,54,2,17.94,clear sky
572,Ihosy,MG,-22.4,46.1167,61.36,59,0,6.73,clear sky
573,Lugoba,TZ,-6.45,38.3333,71.76,71,77,5.48,broken clouds
574,Makat,KZ,47.6469,53.3463,89.15,21,7,16.28,clear sky
575,Planeta Rica,CO,8.4147,-75.5883,83.05,77,98,6.64,overcast clouds
576,Zeerust,ZA,-25.5369,26.0751,60.93,24,0,4.54,clear sky
577,Faxinal,BR,-24.0003,-51.3194,76.14,35,0,6.55,clear sky
578,Roebourne,AU,-20.7833,117.1333,68.05,64,1,3.78,clear sky
579,Saldanha,ZA,-33.0117,17.9442,57.25,82,100,17.31,light rain
580,Kangaba,ML,11.9333,-8.4167,80.08,82,97,5.08,light rain
581,Pitangueiras,BR,-21.0094,-48.2217,82.92,24,0,3.78,clear sky
582,Honningsvag,NO,70.9821,25.9704,71.35,40,0,8.05,clear sky
583,Darhan,MN,49.4867,105.9228,55.87,82,3,3.85,clear sky
584,Baijiantan,CN,45.6333,85.1833,87.19,20,44,7.49,scattered clouds
585,Elko,US,41.0002,-115.5012,79.05,13,0,8.46,clear sky
586,Mandan,US,46.8267,-100.8896,90.03,44,1,8.05,clear sky
587,Marsaxlokk,MT,35.8419,14.5431,86.07,74,0,11.5,clear sky
588,Krizevci,HR,46.0219,16.5425,84.79,49,75,3.44,broken clouds
589,Goderich,CA,43.7501,-81.7165,76.91,86,100,12.82,overcast clouds
590,Ust-Maya,RU,60.4167,134.5333,51.57,60,13,3.36,few clouds
591,Kantunilkin,MX,21.0917,-87.45,91.24,35,15,5.28,few clouds
592,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,80,42,18.45,scattered clouds
593,Dukat,RU,62.55,155.55,43.66,85,52,4.63,broken clouds
594,Tete,MZ,-16.1564,33.5867,82.49,34,20,10.36,few clouds
595,Silver City,US,32.7701,-108.2803,86.68,29,1,5.99,clear sky
596,Kailua,US,21.4022,-157.7394,78.78,69,40,10.36,scattered clouds
597,Mahibadhoo,MV,3.7833,72.9667,83.8,74,100,16.69,overcast clouds
598,Kajaani,FI,64.2273,27.7285,60.85,94,90,9.22,overcast clouds
599,Harper,LR,4.375,-7.7169,79.45,75,86,11.5,overcast clouds
600,Coari,BR,-4.085,-63.1414,94.46,35,36,2.15,scattered clouds
601,Dawei,MM,14.0833,98.2,78.01,93,85,0.87,overcast clouds
602,Sobolevo,RU,54.4299,31.8996,68.02,65,100,3.36,overcast clouds
603,Uhlove,UA,44.8215,33.6045,76.57,73,74,10.38,broken clouds
604,Lusambo,CD,-4.9667,23.45,83.21,31,45,1.99,scattered clouds
605,Marand,IR,38.4329,45.7749,86.34,32,7,7.29,clear sky
606,Labuhan,ID,-6.8844,112.2051,79.05,86,13,8.08,few clouds
607,Shelburne,CA,44.0787,-80.2041,79.66,61,92,7.72,overcast clouds
608,Do Gonbadan,IR,30.3586,50.7981,99.14,14,75,3.91,broken clouds
609,Saint Anthony,US,45.0205,-93.218,77.2,85,100,8.1,overcast clouds
610,Lorengau,PG,-2.0226,147.2712,80.62,79,62,9.71,broken clouds
611,Karaton,ID,-6.3424,106.1045,78.96,92,13,1.61,few clouds
612,Bundaberg,AU,-24.85,152.35,57.22,93,1,1.99,clear sky
613,Nalut,LY,30.3333,10.85,107.08,7,2,12.39,clear sky
614,Santiago Del Estero,AR,-27.7951,-64.2615,70.81,26,3,16.4,clear sky
615,Ishigaki,JP,24.3448,124.1572,82.22,88,79,8.43,broken clouds
616,Toba,JP,34.4833,136.85,86.0,83,91,14.85,overcast clouds
617,Eslov,SE,55.8393,13.3039,70.34,81,44,12.82,light rain
618,Vieste,IT,41.8825,16.175,89.98,50,26,8.93,scattered clouds
619,Ozernovskiy,RU,51.5,156.5167,51.08,94,48,3.76,scattered clouds
620,Kewanee,US,41.2456,-89.9248,85.35,75,88,14.7,overcast clouds
621,Kemijarvi,FI,66.7131,27.4306,59.43,63,100,13.94,overcast clouds
622,Trinidad,BO,-14.8333,-64.9,95.61,23,7,8.14,clear sky
623,Segou,ML,13.4317,-6.2157,92.37,41,69,7.18,broken clouds
624,Ahuimanu,US,21.4447,-157.8378,75.85,74,20,11.5,few clouds
625,Kamaishi,JP,39.2667,141.8833,76.62,98,99,8.61,overcast clouds
626,Koindu,GN,8.4386,-10.3253,76.95,89,76,3.6,moderate rain
627,Karratha,AU,-20.7377,116.8463,68.52,66,1,3.58,light rain
628,Sorong,ID,-0.8833,131.25,77.83,87,100,4.65,overcast clouds
629,Patiya,BD,22.2931,91.9762,77.36,96,84,5.66,broken clouds
630,Baiyin,CN,36.5583,104.2081,63.95,55,56,4.38,broken clouds
631,Fershampenuaz,RU,53.5202,59.8117,62.53,68,77,9.17,broken clouds
632,Mecca,SA,21.4267,39.8261,95.72,29,1,11.39,clear sky
633,Bilibino,RU,68.0546,166.4372,43.83,58,77,3.78,broken clouds
634,Hatillo,PR,18.4863,-66.8254,90.16,72,22,19.93,few clouds
635,Bitung,ID,1.4451,125.1824,74.25,87,99,9.26,overcast clouds
636,Hervey Bay,AU,-25.2986,152.8535,57.04,78,9,6.13,clear sky
637,Atar,MR,20.5169,-13.0499,101.55,22,4,11.23,clear sky
638,Baraki Barak,AF,33.9675,68.9486,76.62,29,70,1.14,broken clouds
639,Thabazimbi,ZA,-24.5917,27.4116,66.81,30,0,3.83,clear sky
640,Husavik,IS,66.0449,-17.3389,56.97,84,33,8.34,scattered clouds
641,Baruun-Urt,MN,46.6806,113.2792,57.85,90,91,3.76,overcast clouds
642,Dolores,AR,-36.3132,-57.6792,44.08,86,100,16.4,moderate rain
643,Gotsu,JP,35.0,132.2167,76.53,96,100,25.26,heavy intensity rain
644,Belyy Yar,RU,53.6039,91.3903,58.89,100,40,2.24,mist
645,Nayoro,JP,44.3506,142.4578,64.27,99,100,4.05,overcast clouds
646,Somerset,US,40.5668,-74.5496,84.4,68,90,3.0,overcast clouds
647,Ortakoy,TR,38.7373,34.0387,70.05,47,62,8.97,broken clouds
648,Nouakchott,MR,18.0858,-15.9785,82.33,75,17,17.31,few clouds
649,Piacabucu,BR,-10.4056,-36.4344,77.4,60,91,9.15,overcast clouds
650,Rosetta,EG,31.4044,30.4164,80.94,74,0,13.31,clear sky
651,Mancio Lima,BR,-7.6142,-72.8958,95.85,31,1,1.72,clear sky
652,Soyo,AO,-6.1349,12.3689,74.59,73,21,7.49,few clouds
653,Murmashi,RU,68.8154,32.8115,70.21,43,0,6.71,clear sky
654,Chipping Sodbury,GB,51.5381,-2.3938,67.32,70,67,15.82,broken clouds
655,Astoria,US,46.1879,-123.8313,66.09,80,20,1.99,few clouds
656,Moose Factory,CA,51.2585,-80.6094,74.98,36,38,9.42,scattered clouds
657,Pundaguitan,PH,6.3711,126.1689,80.44,74,100,4.83,overcast clouds
658,Santa Luzia,BR,-19.7697,-43.8514,70.7,50,79,7.49,broken clouds
659,Borskoye,RU,53.0333,51.7167,76.24,44,86,8.3,overcast clouds
660,Gamboma,CG,-1.8764,15.8644,87.42,33,88,3.29,overcast clouds
661,Antofagasta,CL,-23.65,-70.4,61.88,64,45,12.59,scattered clouds
662,Inuvik,CA,68.3499,-133.7218,48.24,84,75,2.3,broken clouds
663,Chumikan,RU,54.7183,135.315,50.4,84,100,9.57,overcast clouds
664,Gornopravdinsk,RU,60.05,69.9,68.59,74,99,3.15,overcast clouds
665,Orange,US,33.7,-117.7675,84.88,77,90,1.01,overcast clouds
666,Zwedru,LR,6.0667,-8.1281,83.19,63,99,2.04,light rain
667,Funtua,NG,11.5233,7.3081,77.59,75,94,1.68,light rain
668,Lanzhou,CN,36.0564,103.7922,68.22,54,76,3.56,broken clouds
669,Pakaur,IN,24.6333,87.85,84.16,80,59,6.06,broken clouds
670,Hambantota,LK,6.1241,81.1185,78.84,82,52,16.42,broken clouds
671,Akdepe,TM,42.0551,59.3788,91.49,20,0,15.26,clear sky
672,Nizhnyaya Tavda,RU,57.6731,66.1725,59.07,94,62,3.18,broken clouds
673,Fereydun Kenar,IR,36.6864,52.5225,85.3,66,41,7.2,scattered clouds
674,Honiara,SB,-9.4333,159.95,76.32,88,99,3.44,overcast clouds
675,Alexandria,EG,31.2156,29.9553,81.99,68,0,12.91,clear sky
676,Bryukhovetskaya,RU,45.806,38.9996,80.35,61,99,9.73,overcast clouds
677,Jega,NG,12.2175,4.3792,87.03,59,96,8.1,overcast clouds
678,Sholapur,IN,17.6833,75.9167,80.62,74,100,13.04,overcast clouds
679,Skibbereen,IE,51.55,-9.2667,62.4,87,86,11.18,overcast clouds
680,Benguela,AO,-12.5763,13.4055,73.51,82,49,7.02,scattered clouds
681,Kalianget,ID,-7.05,113.9333,80.37,80,41,11.54,scattered clouds
682,Nantucket,US,41.2835,-70.0995,82.74,78,100,2.46,overcast clouds
683,Rutana,BI,-3.8667,30.1,64.08,56,43,6.26,scattered clouds
684,Lingao,CN,19.9103,109.6859,83.8,82,93,6.49,light rain
685,Yumen,CN,40.2833,97.2,74.88,19,6,13.58,clear sky
686,Bonavista,CA,48.6499,-53.1147,72.12,95,99,21.0,light rain
687,Suure-Jaani,EE,58.5361,25.4706,68.72,67,100,5.7,overcast clouds
